GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Core XMPP Server,org.jivesoftware.util.cache,CacheFactory,713,811,66,10,151,156,66,15,31,12
Core XMPP Server,org.jivesoftware.util.cache,CacheSizes,152,46,21,11,45,15,21,7,8,4
Core XMPP Server,org.jivesoftware.util.cache,DummyExternalizableUtil,53,0,0,0,33,0,33,0,33,0
Core XMPP Server,org.jivesoftware.util.cache,CannotCalculateSizeException,17,0,0,0,4,0,2,0,2,0
Core XMPP Server,org.jivesoftware.util.cache,CacheSizes.NullOutputStream,31,0,0,0,9,0,5,0,5,0
Core XMPP Server,org.jivesoftware.util.cache,CacheFactory.2.new ClusterEventListener() {...},18,0,0,0,8,0,6,0,6,0
Core XMPP Server,org.jivesoftware.util.cache,CacheFactory.2.new XMPPServerListener() {...},13,0,0,0,4,0,3,0,3,0
Core XMPP Server,org.jivesoftware.util.cache,ComponentCacheWrapper,5,0,0,0,3,0,2,0,2,0
Core XMPP Server,org.jivesoftware.util.cache,CacheFactory.new PropertyEventListener() {...},34,24,7,1,7,10,4,5,0,5
Core XMPP Server,org.jivesoftware.util.cache,CacheFactory.new Thread() {...},45,0,4,0,15,0,4,0,2,0
Core XMPP Server,org.jivesoftware.util.cache,DefaultLocalCacheStrategy,155,28,8,0,41,10,21,6,17,6
Core XMPP Server,org.jivesoftware.util.cache,CacheUtil,565,0,48,0,135,0,34,0,10,0
Core XMPP Server,org.jivesoftware.util.cache,CacheWrapper,85,28,0,0,23,9,19,5,19,5
Core XMPP Server,org.jivesoftware.util.cache,DefaultLocalCacheStrategy.LocalLock,37,0,0,0,11,0,7,0,7,0
Core XMPP Server,org.jivesoftware.openfire.streammanagement,StreamManager,1206,0,136,0,241,0,93,0,22,0
Core XMPP Server,org.jivesoftware.openfire.streammanagement,StreamManager.UnackedPacket,14,0,0,0,5,0,1,0,1,0
Core XMPP Server,org.jivesoftware.openfire.user.property,MappedUserPropertyProvider,140,0,8,0,37,0,13,0,9,0
Core XMPP Server,org.jivesoftware.openfire.user.property,DefaultUserPropertyProvider,255,7,4,0,70,2,8,2,6,2
Core XMPP Server,org.jivesoftware.openfire.user.property,HybridUserPropertyProvider,212,0,34,0,66,0,25,0,8,0
Core XMPP Server,org.jivesoftware.openfire.user.property,JDBCUserPropertyProvider,204,0,8,0,59,0,13,0,9,0
Core XMPP Server,org.jivesoftware.openfire.resultsetmanager,ResultSetImpl,263,0,40,0,60,0,30,0,10,0
Core XMPP Server,org.jivesoftware.openfire.resultsetmanager,ResultSet,316,0,58,0,90,0,39,0,10,0
Core XMPP Server,org.jivesoftware.openfire.resultsetmanager,ResultSet.Itr,34,0,2,0,5,0,5,0,4,0
Core XMPP Server,org.jivesoftware.openfire.keystore,CertificateStoreManager,987,0,88,0,192,0,66,0,22,0
Core XMPP Server,org.jivesoftware.openfire.keystore,CertificateStoreWatcher.new Runnable() {...},178,0,20,0,40,0,12,0,2,0
Core XMPP Server,org.jivesoftware.openfire.keystore,CertificateStoreConfigException,23,0,0,0,10,0,5,0,5,0
Core XMPP Server,org.jivesoftware.openfire.keystore,CertificateStoreWatcher,208,0,16,0,53,0,13,0,5,0
Core XMPP Server,org.jivesoftware.openfire.keystore,TrustStore,265,0,28,0,67,0,19,0,5,0
Core XMPP Server,org.jivesoftware.openfire.keystore,OpenfireX509TrustManager,54,378,5,29,14,77,6,17,1,5
Core XMPP Server,org.jivesoftware.openfire.keystore,CertificateStoreConfiguration,155,0,22,0,28,0,19,0,8,0
Core XMPP Server,org.jivesoftware.openfire.keystore,IdentityStore,1177,0,154,0,244,0,99,0,21,0
Core XMPP Server,org.jivesoftware.openfire.keystore,CertificateStore,473,0,48,0,69,0,33,0,9,0
Core XMPP Server,org.jivesoftware.openfire.keystore,CertificateUtils,71,298,18,46,14,70,19,22,1,8
Core XMPP Server,org.jivesoftware.openfire.stanzaid,StanzaIDUtil,33,124,15,17,8,31,13,7,1,3
Core XMPP Server,org.jivesoftware.openfire.commands.admin.user,UserProperties,150,0,6,0,48,0,12,0,9,0
Core XMPP Server,org.jivesoftware.openfire.commands.admin.user,AddUser,301,0,26,0,82,0,22,0,9,0
Core XMPP Server,org.jivesoftware.openfire.commands.admin.user,AuthenticateUser,174,0,6,0,53,0,12,0,9,0
Core XMPP Server,org.jivesoftware.openfire.commands.admin.user,ChangeUserPassword,161,0,8,0,47,0,13,0,9,0
Core XMPP Server,org.jivesoftware.openfire.commands.admin.user,DeleteUser,204,0,16,0,56,0,17,0,9,0
Core XMPP Server,org.jivesoftware.openfire.update,UpdateManager.new Thread() {...},111,0,10,0,29,0,8,0,3,0
Core XMPP Server,org.jivesoftware.openfire.update,Update,37,0,0,0,14,0,8,0,8,0
Core XMPP Server,org.jivesoftware.openfire.update,PluginDownloadManager,85,0,4,0,27,0,7,0,5,0
Core XMPP Server,org.jivesoftware.openfire.update,UpdateManager,1699,0,198,0,333,0,138,0,39,0
Core XMPP Server,org.jivesoftware.openfire.update,AvailablePlugin,340,0,40,0,72,0,26,0,6,0
Core XMPP Server,org.jivesoftware.openfire.update,DownloadStatus,31,0,0,0,13,0,9,0,9,0
Core XMPP Server,org.jivesoftware.openfire.muc.cluster,RoomAvailableEvent,35,0,0,0,14,0,6,0,6,0
Core XMPP Server,org.jivesoftware.openfire.muc.cluster,AddMember,72,0,0,0,23,0,9,0,9,0
Core XMPP Server,org.jivesoftware.openfire.muc.cluster,QueuedTasksManager.new TimerTask() {...},20,0,4,0,5,0,4,0,2,0
Core XMPP Server,org.jivesoftware.openfire.muc.cluster,GetNewMemberRoomsRequest,77,0,10,0,19,0,10,0,5,0
Core XMPP Server,org.jivesoftware.openfire.muc.cluster,QueuedTasksManager,29,0,0,0,8,0,4,0,4,0
Core XMPP Server,org.jivesoftware.openfire.muc.cluster,GetNumberConnectedUsers,36,0,2,0,9,0,6,0,5,0
Core XMPP Server,org.jivesoftware.openfire.muc.cluster,AddAffiliation,73,0,0,0,23,0,9,0,9,0
Core XMPP Server,org.jivesoftware.openfire.muc.cluster,UpdatePresence.new Runnable() {...},13,0,0,0,3,0,2,0,2,0
Core XMPP Server,org.jivesoftware.openfire.muc.cluster,OccupantLeftEvent,92,0,6,0,28,0,10,0,7,0
Core XMPP Server,org.jivesoftware.openfire.muc.cluster,ChangeNickname.new Runnable() {...},13,0,0,0,3,0,2,0,2,0
Core XMPP Server,org.jivesoftware.openfire.muc.cluster,ServiceInfo,123,0,4,0,28,0,10,0,8,0
Core XMPP Server,org.jivesoftware.openfire.muc.cluster,UpdateOccupant.new Runnable() {...},13,0,0,0,3,0,2,0,2,0
Core XMPP Server,org.jivesoftware.openfire.muc.cluster,OccupantLeftEvent.new Runnable() {...},13,0,0,0,3,0,2,0,2,0
Core XMPP Server,org.jivesoftware.openfire.muc.cluster,UpdatePresence,65,0,0,0,20,0,8,0,8,0
Core XMPP Server,org.jivesoftware.openfire.muc.cluster,AddAffiliation.new Runnable() {...},13,0,0,0,3,0,2,0,2,0
Core XMPP Server,org.jivesoftware.openfire.muc.cluster,RoomRemovedEvent,35,0,0,0,14,0,6,0,6,0
Core XMPP Server,org.jivesoftware.openfire.muc.cluster,BroadcastPresenceRequest.new Runnable() {...},26,0,0,0,6,0,2,0,2,0
Core XMPP Server,org.jivesoftware.openfire.muc.cluster,ServiceUpdatedEvent,57,0,4,0,18,0,9,0,7,0
Core XMPP Server,org.jivesoftware.openfire.muc.cluster,MUCServicePropertyClusterEventTask,121,0,10,0,31,0,12,0,7,0
Core XMPP Server,org.jivesoftware.openfire.muc.cluster,DestroyRoomRequest.new Runnable() {...},13,0,0,0,3,0,2,0,2,0
Core XMPP Server,org.jivesoftware.openfire.muc.cluster,UpdateOccupantRequest,109,0,10,0,31,0,15,0,10,0
Core XMPP Server,org.jivesoftware.openfire.muc.cluster,BroadcastPresenceRequest,59,0,0,0,19,0,9,0,9,0
Core XMPP Server,org.jivesoftware.openfire.muc.cluster,UpdateHistoryStrategy,88,0,2,0,22,0,7,0,6,0
Core XMPP Server,org.jivesoftware.openfire.muc.cluster,OccupantAddedEvent.new Runnable() {...},13,0,0,0,3,0,2,0,2,0
Core XMPP Server,org.jivesoftware.openfire.muc.cluster,SeniorMemberServicesRequest,35,0,2,0,10,0,6,0,5,0
Core XMPP Server,org.jivesoftware.openfire.muc.cluster,MUCRoomTask,123,0,6,0,34,0,12,0,9,0
Core XMPP Server,org.jivesoftware.openfire.muc.cluster,RoomInfo,72,0,2,0,17,0,7,0,6,0
Core XMPP Server,org.jivesoftware.openfire.muc.cluster,UpdateOccupant,107,0,0,0,28,0,10,0,10,0
Core XMPP Server,org.jivesoftware.openfire.muc.cluster,ServiceAddedEvent,60,0,2,0,18,0,7,0,6,0
Core XMPP Server,org.jivesoftware.openfire.muc.cluster,AddMember.new Runnable() {...},13,0,0,0,3,0,2,0,2,0
Core XMPP Server,org.jivesoftware.openfire.muc.cluster,ChangeNickname,81,0,0,0,24,0,9,0,9,0
Core XMPP Server,org.jivesoftware.openfire.muc.cluster,ServiceRemovedEvent,29,0,0,0,12,0,6,0,6,0
Core XMPP Server,org.jivesoftware.openfire.muc.cluster,OccupantAddedEvent,185,0,0,0,46,0,16,0,16,0
Core XMPP Server,org.jivesoftware.openfire.muc.cluster,DestroyRoomRequest,102,0,12,0,29,0,15,0,9,0
Core XMPP Server,org.jivesoftware.openfire.muc.cluster,RoomUpdatedEvent,40,0,0,0,15,0,6,0,6,0
Core XMPP Server,org.jivesoftware.openfire.muc.cluster,BroadcastMessageRequest,59,0,0,0,19,0,9,0,9,0
Core XMPP Server,org.jivesoftware.openfire.muc.cluster,RoomUpdatedEvent.new Runnable() {...},14,0,0,0,3,0,2,0,2,0
Core XMPP Server,org.jivesoftware.openfire.muc.cluster,BroadcastMessageRequest.new Runnable() {...},26,0,0,0,6,0,2,0,2,0
Core XMPP Server,org.jivesoftware.openfire.muc.cluster,MUCServicePropertyClusterEventTask.Type,38,0,0,0,3,0,4,0,4,0
Core XMPP Server,org.jivesoftware.admin.servlet,SystemCacheDetailsServlet,392,0,28,0,69,0,29,0,14,0
Core XMPP Server,org.jivesoftware.admin.servlet,SystemCacheDetailsServlet.Search,23,0,0,0,6,0,3,0,3,0
Core XMPP Server,org.jivesoftware.admin.servlet,SystemPropertiesServlet,749,0,122,0,103,0,100,0,30,0
Core XMPP Server,org.jivesoftware.admin.servlet,SystemPropertiesServlet.Search,63,0,0,0,14,0,7,0,7,0
Core XMPP Server,org.jivesoftware.admin.servlet,SystemPropertiesServlet.CompoundProperty,150,0,8,0,41,0,17,0,13,0
Core XMPP Server,org.jivesoftware.openfire.commands,AdHocCommand.Status,48,0,0,0,4,0,4,0,4,0
Core XMPP Server,org.jivesoftware.openfire.commands,SessionData,110,0,8,0,33,0,16,0,12,0
Core XMPP Server,org.jivesoftware.openfire.commands,AdHocCommand,104,0,4,0,29,0,10,0,8,0
Core XMPP Server,org.jivesoftware.openfire.commands,AdHocCommandManager,523,0,42,0,121,0,30,0,9,0
Core XMPP Server,org.jivesoftware.openfire.commands,AdHocCommandHandler,407,0,18,0,91,0,26,0,17,0
Core XMPP Server,org.jivesoftware.openfire.commands,AdHocCommand.Action,68,0,0,0,6,0,4,0,4,0
Core XMPP Server,org.jivesoftware.database.bugfix,OF1515.PrivateXmlRecord,15,0,0,0,6,0,1,0,1,0
Core XMPP Server,org.jivesoftware.database.bugfix,OF1515.PubsubRecordData,103,0,0,0,33,0,1,0,1,0
Core XMPP Server,org.jivesoftware.database.bugfix,OF1515,670,0,8,0,156,0,15,0,11,0
Core XMPP Server,org.jivesoftware.database.bugfix,OF33,593,0,32,0,156,0,18,0,2,0
Core XMPP Server,org.jivesoftware.openfire.transport,TransportHandler,87,0,6,0,27,0,8,0,5,0
Core XMPP Server,org.jivesoftware.openfire.disco,IQDiscoInfoHandler,628,0,72,0,161,0,61,0,25,0
Core XMPP Server,org.jivesoftware.openfire.disco,IQDiscoInfoHandler.new UserIdentitiesProvider() {...},23,0,0,0,5,0,2,0,2,0
Core XMPP Server,org.jivesoftware.openfire.disco,IQDiscoInfoHandler.new UserIdentitiesProvider() {...},23,0,0,0,5,0,2,0,2,0
Core XMPP Server,org.jivesoftware.openfire.disco,IQDiscoInfoHandler.new DiscoInfoProvider() {...},421,0,76,0,88,0,43,0,5,0
Core XMPP Server,org.jivesoftware.openfire.disco,DiscoItem,200,0,28,0,48,0,25,0,11,0
Core XMPP Server,org.jivesoftware.openfire.disco,IQDiscoItemsHandler,758,0,74,0,197,0,64,0,27,0
Core XMPP Server,org.jivesoftware.openfire.disco,DiscoServerItem,33,0,4,0,10,0,5,0,3,0
Core XMPP Server,org.jivesoftware.openfire.disco,IQDiscoItemsHandler.ClusteredServerItem,36,0,0,0,9,0,3,0,3,0
Core XMPP Server,org.jivesoftware.openfire.disco,IQDiscoItemsHandler.new DiscoItemsProvider() {...},105,0,14,0,23,0,9,0,2,0
Core XMPP Server,org.jivesoftware.openfire.server,RemoteServerManager.PermissionPolicy,38,0,0,0,3,0,4,0,4,0
Core XMPP Server,org.jivesoftware.openfire.server,RemoteServerConfiguration,95,0,6,0,28,0,13,0,10,0
Core XMPP Server,org.jivesoftware.openfire.server,OutgoingSessionPromise.PacketsProcessor,414,0,36,0,96,0,25,0,7,0
Core XMPP Server,org.jivesoftware.openfire.server,RemoteServerManager,489,0,40,0,133,0,36,0,16,0
Core XMPP Server,org.jivesoftware.openfire.server,OutgoingServerSocketReader,60,0,2,0,20,0,8,0,7,0
Core XMPP Server,org.jivesoftware.openfire.server,OutgoingServerSocketReader.new Thread() {...},116,0,8,0,22,0,6,0,2,0
Core XMPP Server,org.jivesoftware.openfire.server,ServerDialback.new Object() {...},33,0,0,0,1,0,1,0,1,0
Core XMPP Server,org.jivesoftware.openfire.server,ServerDialback,1861,0,117,0,407,0,75,0,16,0
Core XMPP Server,org.jivesoftware.openfire.server,ServerDialback.VerifyResult,58,0,0,0,5,0,4,0,4,0
Core XMPP Server,org.jivesoftware.openfire.server,OutgoingSessionPromise.new Runnable() {...},95,0,8,0,23,0,6,0,2,0
Core XMPP Server,org.jivesoftware.openfire.server,OutgoingSessionPromise,128,0,4,0,32,0,10,0,8,0
Core XMPP Server,org.jivesoftware.openfire.server,RemoteServerConfiguration.Permission,38,0,0,0,3,0,4,0,4,0
Core XMPP Server,org.jivesoftware.openfire.commands.event,UserModified,291,0,20,0,86,0,19,0,9,0
Core XMPP Server,org.jivesoftware.openfire.commands.event,GroupCreated,123,0,4,0,39,0,11,0,9,0
Core XMPP Server,org.jivesoftware.openfire.commands.event,GroupAdminRemoved,164,0,4,0,52,0,11,0,9,0
Core XMPP Server,org.jivesoftware.openfire.commands.event,UserCreated,122,0,4,0,39,0,11,0,9,0
Core XMPP Server,org.jivesoftware.openfire.commands.event,GroupDeleting,123,0,4,0,39,0,11,0,9,0
Core XMPP Server,org.jivesoftware.openfire.commands.event,GroupMemberRemoved,164,0,4,0,52,0,11,0,9,0
Core XMPP Server,org.jivesoftware.openfire.commands.event,UserDeleting,114,0,4,0,37,0,11,0,9,0
Core XMPP Server,org.jivesoftware.openfire.commands.event,VCardModified,120,0,6,0,38,0,12,0,9,0
Core XMPP Server,org.jivesoftware.openfire.commands.event,GroupAdminAdded,164,0,4,0,52,0,11,0,9,0
Core XMPP Server,org.jivesoftware.openfire.commands.event,GroupModified,271,0,16,0,81,0,17,0,9,0
Core XMPP Server,org.jivesoftware.openfire.commands.event,GroupMemberAdded,164,0,4,0,52,0,11,0,9,0
Core XMPP Server,org.jivesoftware.openfire.commands.event,VCardCreated,120,0,6,0,38,0,12,0,9,0
Core XMPP Server,org.jivesoftware.openfire.commands.event,VCardDeleting,120,0,6,0,38,0,12,0,9,0
Core XMPP Server,org.jivesoftware.openfire.audit.spi,AuditorImpl,640,0,78,0,140,0,54,0,15,0
Core XMPP Server,org.jivesoftware.openfire.audit.spi,AuditorImpl.new FilenameFilter() {...},26,0,6,0,3,0,5,0,2,0
Core XMPP Server,org.jivesoftware.openfire.audit.spi,AuditorImpl.new FilenameFilter() {...},22,0,4,0,2,0,4,0,2,0
Core XMPP Server,org.jivesoftware.openfire.audit.spi,AuditorImpl.new FilenameFilter() {...},18,0,4,0,2,0,4,0,2,0
Core XMPP Server,org.jivesoftware.openfire.audit.spi,AuditorImpl.new Comparator() {...},12,0,0,0,2,0,2,0,2,0
Core XMPP Server,org.jivesoftware.openfire.audit.spi,AuditorImpl.AuditPacket,88,0,10,0,20,0,10,0,4,0
Core XMPP Server,org.jivesoftware.openfire.audit.spi,AuditManagerImpl,662,0,86,0,157,0,91,0,38,0
Core XMPP Server,org.jivesoftware.openfire.audit.spi,AuditorImpl.SaveQueuedPacketsTask,20,0,0,0,7,0,2,0,2,0
Core XMPP Server,org.jivesoftware.openfire.audit.spi,AuditManagerImpl.AuditorInterceptor,39,0,10,0,8,0,7,0,2,0
Core XMPP Server,org.jivesoftware.openfire.carbons,Sent,0,10,0,0,0,3,0,1,0,1
Core XMPP Server,org.jivesoftware.openfire.carbons,Received,0,10,0,0,0,3,0,1,0,1
Core XMPP Server,org.jivesoftware.openfire.user,MappedUserProvider,113,0,2,0,29,0,11,0,10,0
Core XMPP Server,org.jivesoftware.openfire.user,HybridUserProvider,216,0,32,0,60,0,27,0,11,0
Core XMPP Server,org.jivesoftware.openfire.user,User.PropertiesMap,133,0,2,0,23,0,4,0,3,0
Core XMPP Server,org.jivesoftware.openfire.user,UserCollection.UserIterator,100,0,16,0,28,0,13,0,5,0
Core XMPP Server,org.jivesoftware.openfire.user,PresenceEventDispatcher,152,0,22,0,49,0,20,0,9,0
Core XMPP Server,org.jivesoftware.openfire.user,User.PropertiesEntrySet,17,0,0,0,3,0,3,0,3,0
Core XMPP Server,org.jivesoftware.openfire.user,NativeUserProvider,3,0,0,0,1,0,1,0,1,0
Core XMPP Server,org.jivesoftware.openfire.user,UserNotFoundException,57,6,6,0,20,3,9,1,6,1
Core XMPP Server,org.jivesoftware.openfire.user,User.PropertiesEntrySet.new Iterator() {...},89,0,2,0,19,0,5,0,4,0
Core XMPP Server,org.jivesoftware.openfire.user,User,630,4,64,0,154,1,66,1,34,1
Core XMPP Server,org.jivesoftware.openfire.user,UserMultiProvider,428,0,44,0,107,0,35,0,13,0
Core XMPP Server,org.jivesoftware.openfire.user,UserManager.new UserEventListener() {...},17,15,0,0,4,3,2,2,2,2
Core XMPP Server,org.jivesoftware.openfire.user,UserManager.new IQResultListener() {...},5,69,5,5,1,18,4,4,0,3
Core XMPP Server,org.jivesoftware.openfire.user,UserCollection,16,0,0,0,5,0,3,0,3,0
Core XMPP Server,org.jivesoftware.openfire.user,AuthorizationBasedUserProviderMapper,65,0,6,0,19,0,6,0,3,0
Core XMPP Server,org.jivesoftware.openfire.user,UserManager.UserManagerContainer,9,0,0,0,2,0,2,0,2,0
Core XMPP Server,org.jivesoftware.openfire.user,UserAlreadyExistsException,63,0,6,0,23,0,10,0,7,0
Core XMPP Server,org.jivesoftware.openfire.user,DefaultUserProvider,1059,7,76,0,255,2,57,2,19,2
Core XMPP Server,org.jivesoftware.openfire.user,UserNameManager,63,0,8,0,16,0,10,0,6,0
Core XMPP Server,org.jivesoftware.openfire.user,POP3UserProvider,7,0,0,0,2,0,2,0,2,0
Core XMPP Server,org.jivesoftware.openfire.user,UserManager,235,285,24,22,49,81,31,13,13,8
Core XMPP Server,org.jivesoftware.openfire.user,PropertyBasedUserProviderMapper,127,0,12,0,26,0,9,0,3,0
Core XMPP Server,org.jivesoftware.openfire.user,JDBCUserProvider,816,0,68,0,190,0,56,0,22,0
Core XMPP Server,org.jivesoftware.openfire.archive,ArchiveCandidate,5,23,1,1,1,8,1,4,0,4
Core XMPP Server,org.jivesoftware.openfire.archive,ArchiveManager,102,0,10,0,26,0,12,0,7,0
Core XMPP Server,org.jivesoftware.openfire.archive,Archiver,142,169,18,12,37,40,18,11,8,6
Core XMPP Server,org.jivesoftware.openfire.archive,GetArchiveWriteETATask,50,0,0,0,15,0,6,0,6,0
Core XMPP Server,org.jivesoftware.openfire.stats,StatisticsManager,93,0,2,0,23,0,11,0,10,0
Core XMPP Server,org.jivesoftware.openfire.stats,i18nStatistic,58,0,2,0,15,0,8,0,7,0
Core XMPP Server,org.jivesoftware.openfire.stats,Statistic.Type,38,0,0,0,4,0,4,0,4,0
Core XMPP Server,org.jivesoftware.openfire.commands.admin.group,UpdateGroup,474,0,40,0,125,0,28,0,8,0
Core XMPP Server,org.jivesoftware.openfire.commands.admin.group,DeleteGroup,107,0,2,0,35,0,9,0,8,0
Core XMPP Server,org.jivesoftware.openfire.commands.admin.group,GetListGroupUsers,165,0,4,0,44,0,10,0,8,0
Core XMPP Server,org.jivesoftware.openfire.commands.admin.group,AddGroup,375,0,24,0,99,0,21,0,9,0
Core XMPP Server,org.jivesoftware.openfire.commands.admin.group,GetListGroups,325,0,18,0,82,0,17,0,8,0
Core XMPP Server,org.jivesoftware.openfire.commands.admin.group,AddGroupUsers,214,0,12,0,57,0,15,0,9,0
Core XMPP Server,org.jivesoftware.openfire.commands.admin.group,DeleteGroupUsers,175,0,6,0,49,0,12,0,9,0
Core XMPP Server,org.jivesoftware.openfire.roster,RosterManager.new RosterEventListener() {...},36,0,0,0,9,0,6,0,6,0
Core XMPP Server,org.jivesoftware.openfire.roster,RosterManager.new PropertyEventListener() {...},17,0,2,0,7,0,6,0,5,0
Core XMPP Server,org.jivesoftware.openfire.roster,RosterItem.RecvType,81,0,4,0,12,0,8,0,6,0
Core XMPP Server,org.jivesoftware.openfire.roster,RosterItem.AskType,81,0,4,0,12,0,8,0,6,0
Core XMPP Server,org.jivesoftware.openfire.roster,RosterManager,1754,0,230,0,408,0,153,0,38,0
Core XMPP Server,org.jivesoftware.openfire.roster,Roster,2178,0,310,0,486,0,188,0,33,0
Core XMPP Server,org.jivesoftware.openfire.roster,RosterItem.SubType,107,0,4,0,15,0,9,0,7,0
Core XMPP Server,org.jivesoftware.openfire.roster,RosterEventDispatcher,158,0,24,0,51,0,21,0,9,0
Core XMPP Server,org.jivesoftware.openfire.roster,RosterItem,605,0,56,0,162,0,61,0,33,0
Core XMPP Server,org.jivesoftware.openfire.roster,DefaultRosterItemProvider,540,0,12,0,135,0,15,0,9,0
Core XMPP Server,org.jivesoftware.openfire.filetransfer,DefaultFileTransferManager.MetaFileTransferInterceptor,74,0,18,0,19,0,11,0,2,0
Core XMPP Server,org.jivesoftware.openfire.filetransfer,DefaultFileTransferManager,282,0,24,0,72,0,25,0,13,0
Core XMPP Server,org.jivesoftware.openfire.filetransfer,FileTransfer,116,0,0,0,39,0,16,0,16,0
Core XMPP Server,org.jivesoftware.openfire.filetransfer,FileTransferRejectedException,70,0,6,0,26,0,12,0,9,0
Core XMPP Server,org.jivesoftware.openfire,Connection.TLSPolicy,58,0,0,0,5,0,4,0,4,0
Core XMPP Server,org.jivesoftware.openfire,XMPPServerInfo,9,0,0,0,4,0,1,0,1,0
Core XMPP Server,org.jivesoftware.openfire,Channel,79,0,2,0,22,0,14,0,13,0
Core XMPP Server,org.jivesoftware.openfire,Connection.State,38,0,0,0,1,0,4,0,4,0
Core XMPP Server,org.jivesoftware.openfire,OfflineMessageStrategy.new Object() {...},40,0,0,0,1,0,1,0,1,0
Core XMPP Server,org.jivesoftware.openfire,PrivateStorage,168,0,18,0,47,0,15,0,6,0
Core XMPP Server,org.jivesoftware.openfire,MulticastRouter,763,0,78,0,168,0,49,0,10,0
Core XMPP Server,org.jivesoftware.openfire,Connection.ClientAuth,48,0,0,0,4,0,4,0,4,0
Core XMPP Server,org.jivesoftware.openfire,SessionManager,2200,0,250,0,497,0,206,0,81,0
Core XMPP Server,org.jivesoftware.openfire,SessionManager.DetachedCleanupTask,109,0,14,0,24,0,9,0,2,0
Core XMPP Server,org.jivesoftware.openfire,SessionManager.ClientSessionListener,87,0,10,0,22,0,7,0,2,0
Core XMPP Server,org.jivesoftware.openfire,SessionResultFilter.SessionComparator,99,0,18,0,25,0,14,0,3,0
Core XMPP Server,org.jivesoftware.openfire,SessionManager.IncomingServerSessionListener,27,0,2,0,6,0,3,0,2,0
Core XMPP Server,org.jivesoftware.openfire,XMPPServer.Terminator,34,0,4,0,9,0,4,0,2,0
Core XMPP Server,org.jivesoftware.openfire,XMPPServer,2074,135,156,0,531,9,162,3,84,3
Core XMPP Server,org.jivesoftware.openfire,LocalSessionManager.ServerCleanupTask,54,0,6,0,14,0,5,0,2,0
Core XMPP Server,org.jivesoftware.openfire,IQRouter,797,4,156,0,187,1,91,1,13,1
Core XMPP Server,org.jivesoftware.openfire,JMXManager.new JMXAuthenticator() {...},93,0,8,0,20,0,6,0,2,0
Core XMPP Server,org.jivesoftware.openfire,Channel.new Runnable() {...},49,0,2,0,13,0,3,0,2,0
Core XMPP Server,org.jivesoftware.openfire,XMPPContextListener,33,0,4,0,11,0,5,0,3,0
Core XMPP Server,org.jivesoftware.openfire,SessionNotFoundException,63,0,6,0,23,0,10,0,7,0
Core XMPP Server,org.jivesoftware.openfire,XMPPServer.ShutdownThread,13,0,0,0,6,0,2,0,2,0
Core XMPP Server,org.jivesoftware.openfire,LocalSessionManager,144,0,8,0,36,0,15,0,11,0
Core XMPP Server,org.jivesoftware.openfire,OfflineMessageStore.new Object() {...},4,29,0,0,0,1,0,1,0,1
Core XMPP Server,org.jivesoftware.openfire,MessageRouter,457,0,70,0,106,0,41,0,6,0
Core XMPP Server,org.jivesoftware.openfire,OfflineMessageStore,765,74,51,17,189,19,43,9,15,2
Core XMPP Server,org.jivesoftware.openfire,IQHandlerInfo,0,15,0,0,0,6,0,3,0,3
Core XMPP Server,org.jivesoftware.openfire,ServerPort.Type,58,0,0,0,5,0,4,0,4,0
Core XMPP Server,org.jivesoftware.openfire,ServerPort,80,0,8,0,19,0,15,0,11,0
Core XMPP Server,org.jivesoftware.openfire,OfflineMessageStrategy,377,0,71,0,108,0,51,0,14,0
Core XMPP Server,org.jivesoftware.openfire,FlashCrossDomainHandler,297,0,54,0,69,0,34,0,7,0
Core XMPP Server,org.jivesoftware.openfire,PresenceRouter,386,0,72,0,88,0,42,0,6,0
Core XMPP Server,org.jivesoftware.openfire,OfflineMessageStrategy.Type,68,0,0,0,6,0,4,0,4,0
Core XMPP Server,org.jivesoftware.openfire,XMPPServer.ShutdownHookThread,16,0,0,0,5,0,2,0,2,0
Core XMPP Server,org.jivesoftware.openfire,SessionResultFilter,213,0,40,0,63,0,35,0,15,0
Core XMPP Server,org.jivesoftware.openfire,XMPPServer.new Thread() {...},24,0,2,0,8,0,3,0,2,0
Core XMPP Server,org.jivesoftware.openfire,XMPPServer.new Thread() {...},47,0,2,0,15,0,3,0,2,0
Core XMPP Server,org.jivesoftware.openfire,IQRouter.TimeoutTask,47,0,6,0,13,0,5,0,2,0
Core XMPP Server,org.jivesoftware.openfire,ChannelNotFoundException,7,0,0,0,4,0,2,0,2,0
Core XMPP Server,org.jivesoftware.openfire,SessionManager.ConnectionMultiplexerSessionListener,40,0,2,0,8,0,3,0,2,0
Core XMPP Server,org.jivesoftware.openfire,PacketException,7,0,0,0,4,0,2,0,2,0
Core XMPP Server,org.jivesoftware.openfire,JMXManager,112,0,6,0,32,0,15,0,12,0
Core XMPP Server,org.jivesoftware.openfire,Connection.CompressionPolicy,38,0,0,0,3,0,4,0,4,0
Core XMPP Server,org.jivesoftware.openfire,MulticastRouter.Type,78,0,0,0,7,0,4,0,4,0
Core XMPP Server,org.jivesoftware.openfire,OfflineMessage,11,0,0,0,4,0,2,0,2,0
