GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Core XMPP Server,org.jivesoftware.admin,PluginFilter.FilterChainInjector,67,0,6,0,14,0,6,0,3,0
Core XMPP Server,org.jivesoftware.admin,AdminConsole.ElementByOrderAttributeComparator,7,33,0,4,3,4,0,4,0,2
Core XMPP Server,org.jivesoftware.admin,AdminPageBean,60,0,6,0,22,0,14,0,11,0
Core XMPP Server,org.jivesoftware.admin,LoginLimitManager.PerUsernameTask,5,6,0,0,2,1,1,1,1,1
Core XMPP Server,org.jivesoftware.admin,TabsTag,260,0,28,0,57,0,26,0,12,0
Core XMPP Server,org.jivesoftware.admin,LdapGroupTester,211,0,14,0,51,0,10,0,3,0
Core XMPP Server,org.jivesoftware.admin,SubSidebarTag,37,0,2,0,11,0,6,0,5,0
Core XMPP Server,org.jivesoftware.admin,AdminConsole,443,279,70,24,109,78,48,18,7,12
Core XMPP Server,org.jivesoftware.admin,LdapUserTester,849,0,130,0,127,0,70,0,5,0
Core XMPP Server,org.jivesoftware.admin,SidebarTag,483,0,56,0,115,0,40,0,12,0
Core XMPP Server,org.jivesoftware.admin,LoginLimitManager.PerIPAddressTask,5,6,0,0,2,1,1,1,1,1
Core XMPP Server,org.jivesoftware.admin,LdapUserTester.PropertyMapping,37,0,2,0,9,0,4,0,3,0
Core XMPP Server,org.jivesoftware.admin,LoginLimitManager,43,226,8,8,8,36,7,8,3,4
Core XMPP Server,org.jivesoftware.admin,ASN1DERTag,238,0,37,0,44,0,26,0,7,0
Core XMPP Server,org.jivesoftware.admin,AdminPageBean.Breadcrumb,22,0,2,0,8,0,4,0,3,0
Core XMPP Server,org.jivesoftware.admin,AdminConsole.new VisitorSupport() {...},0,14,0,0,0,4,0,2,0,2
Core XMPP Server,org.jivesoftware.admin,LdapUserProfile,1371,0,172,0,351,0,146,0,60,0
Core XMPP Server,org.jivesoftware.admin,JSTLFunctions,57,0,0,0,11,0,7,0,7,0
Core XMPP Server,org.jivesoftware.admin,SiteMinderServletRequestAuthenticator,20,0,4,0,6,0,5,0,3,0
Core XMPP Server,org.jivesoftware.admin,LdapGroupTester.Group,21,0,0,0,8,0,4,0,4,0
Core XMPP Server,org.jivesoftware.admin,SubnavTag,274,0,34,0,66,0,25,0,8,0
Core XMPP Server,org.jivesoftware.admin,LoginLimitManager.LoginLimitManagerContainer,9,0,0,0,2,0,2,0,2,0
Core XMPP Server,org.jivesoftware.admin,PluginFilter,275,0,46,0,70,0,32,0,9,0
Core XMPP Server,org.jivesoftware.admin,AuthCheckFilter,110,297,18,40,29,69,20,22,5,8
Core XMPP Server,org.jivesoftware.openfire.interceptor,PacketCopier.InterceptedPacket,37,0,0,0,12,0,6,0,6,0
Core XMPP Server,org.jivesoftware.openfire.interceptor,InterceptorManager,308,0,48,0,73,0,36,0,12,0
Core XMPP Server,org.jivesoftware.openfire.interceptor,PacketCopier.Subscription,33,0,0,0,12,0,6,0,6,0
Core XMPP Server,org.jivesoftware.openfire.interceptor,PacketCopier.ProcessPacketsTask,17,0,0,0,6,0,2,0,2,0
Core XMPP Server,org.jivesoftware.openfire.interceptor,PacketRejectedException,70,0,6,0,26,0,12,0,9,0
Core XMPP Server,org.jivesoftware.openfire.interceptor,PacketCopier,293,0,44,0,68,0,32,0,10,0
Core XMPP Server,org.jivesoftware.openfire.spi,MINAConnectionAcceptor,511,0,43,0,103,0,32,0,9,0
Core XMPP Server,org.jivesoftware.openfire.spi,EncryptionArtifactFactory,464,65,26,0,100,18,26,5,11,5
Core XMPP Server,org.jivesoftware.openfire.spi,ConnectionType,102,0,0,0,13,0,6,0,6,0
Core XMPP Server,org.jivesoftware.openfire.spi,XMPPServerInfoImpl,71,0,8,0,19,0,11,0,7,0
Core XMPP Server,org.jivesoftware.openfire.spi,ConnectionManagerImpl.new Object() {...},47,0,0,0,1,0,1,0,1,0
Core XMPP Server,org.jivesoftware.openfire.spi,ConnectionManagerImpl.new PluginManagerListener() {...},17,0,0,0,5,0,2,0,2,0
Core XMPP Server,org.jivesoftware.openfire.spi,MINAConnectionAcceptor.new IoServiceListener() {...},78,0,0,0,18,0,8,0,8,0
Core XMPP Server,org.jivesoftware.openfire.spi,MINAConnectionAcceptor.new Object() {...},33,0,0,0,1,0,1,0,1,0
Core XMPP Server,org.jivesoftware.openfire.spi,ConnectionAcceptor,13,0,2,0,5,0,2,0,1,0
Core XMPP Server,org.jivesoftware.openfire.spi,RoutingTableImpl,2284,0,306,0,490,0,203,0,50,0
Core XMPP Server,org.jivesoftware.openfire.spi,PacketRouterImpl,64,0,6,0,21,0,9,0,6,0
Core XMPP Server,org.jivesoftware.openfire.spi,BasicStreamIDFactory.BasicStreamID,62,0,10,0,15,0,11,0,6,0
Core XMPP Server,org.jivesoftware.openfire.spi,LocalRoutingTable,188,0,22,0,42,0,24,0,13,0
Core XMPP Server,org.jivesoftware.openfire.spi,LocalRoutingTable.ServerCleanupTask,60,0,8,0,16,0,6,0,2,0
Core XMPP Server,org.jivesoftware.openfire.spi,LegacyConnectionAcceptor,144,0,12,0,29,0,11,0,5,0
Core XMPP Server,org.jivesoftware.openfire.spi,BasicStreamIDFactory,25,0,0,0,4,0,3,0,3,0
Core XMPP Server,org.jivesoftware.openfire.spi,RoutingTableImpl.new Comparator() {...},51,0,12,0,14,0,9,0,3,0
Core XMPP Server,org.jivesoftware.openfire.spi,RoutingTableImpl.new Comparator() {...},12,0,0,0,2,0,2,0,2,0
Core XMPP Server,org.jivesoftware.openfire.spi,ConnectionListener.new Object() {...},47,0,0,0,1,0,1,0,1,0
Core XMPP Server,org.jivesoftware.openfire.spi,ConnectionConfiguration,128,0,4,0,41,0,20,0,18,0
Core XMPP Server,org.jivesoftware.openfire.spi,PacketDelivererImpl,48,0,4,0,14,0,6,0,4,0
Core XMPP Server,org.jivesoftware.openfire.spi,ConnectionListener,1300,0,113,0,304,0,97,0,39,0
Core XMPP Server,org.jivesoftware.openfire.spi,PacketTransporterImpl,66,0,8,0,18,0,9,0,5,0
Core XMPP Server,org.jivesoftware.openfire.spi,EncryptionArtifactFactory.new Object() {...},26,0,0,0,1,0,1,0,1,0
Core XMPP Server,org.jivesoftware.openfire.spi,PresenceManagerImpl,1121,0,144,0,286,0,96,0,24,0
Core XMPP Server,org.jivesoftware.openfire.spi,ClientRoute,77,0,2,0,24,0,9,0,8,0
Core XMPP Server,org.jivesoftware.openfire.spi,ConnectionManagerImpl,1051,0,56,0,266,0,98,0,65,0
Core XMPP Server,org.jivesoftware.openfire.session,LocalConnectionMultiplexerSession,496,0,38,0,120,0,27,0,8,0
Core XMPP Server,org.jivesoftware.openfire.session,LocalClientSession,1371,0,194,0,319,0,140,0,43,0
Core XMPP Server,org.jivesoftware.openfire.session,ClientSessionInfo,129,0,16,0,29,0,16,0,8,0
Core XMPP Server,org.jivesoftware.openfire.session,LocalComponentSession,443,0,16,0,96,0,18,0,10,0
Core XMPP Server,org.jivesoftware.openfire.session,ConnectionSettings.Client,52,0,0,0,21,0,2,0,2,0
Core XMPP Server,org.jivesoftware.openfire.session,LocalComponentSession.LocalExternalComponent,239,0,20,0,62,0,29,0,19,0
Core XMPP Server,org.jivesoftware.openfire.session,Session,4,0,0,0,1,0,1,0,1,0
Core XMPP Server,org.jivesoftware.openfire.session,SoftwareVersionManager,58,0,0,0,25,0,10,0,10,0
Core XMPP Server,org.jivesoftware.openfire.session,GetSessionsCountTask,44,0,2,0,14,0,7,0,6,0
Core XMPP Server,org.jivesoftware.openfire.session,LocalServerSession,24,0,0,0,9,0,5,0,5,0
Core XMPP Server,org.jivesoftware.openfire.session,ConnectionSettings.Server,3,0,0,0,1,0,1,0,1,0
Core XMPP Server,org.jivesoftware.openfire.session,ConnectionSettings,3,0,0,0,2,0,1,0,1,0
Core XMPP Server,org.jivesoftware.openfire.session,LocalOutgoingServerSession,1458,0,156,0,352,0,95,0,17,0
Core XMPP Server,org.jivesoftware.openfire.session,DomainPair,77,0,8,0,15,0,10,0,6,0
Core XMPP Server,org.jivesoftware.openfire.session,LocalSession,517,0,38,0,132,0,57,0,38,0
Core XMPP Server,org.jivesoftware.openfire.session,ConnectionSettings.Component,18,0,0,0,7,0,2,0,2,0
Core XMPP Server,org.jivesoftware.openfire.session,LocalIncomingServerSession,411,0,52,0,100,0,42,0,16,0
Core XMPP Server,org.jivesoftware.openfire.session,ConnectionSettings.Multiplex,3,0,0,0,1,0,1,0,1,0
Core XMPP Server,org.jivesoftware.openfire.sasl,ScramSha1SaslServer,464,0,40,0,109,0,37,0,16,0
Core XMPP Server,org.jivesoftware.openfire.sasl,SaslServerFactoryImpl,272,0,50,0,45,0,33,0,4,0
Core XMPP Server,org.jivesoftware.openfire.sasl,SaslFailureException,31,0,0,0,13,0,5,0,5,0
Core XMPP Server,org.jivesoftware.openfire.sasl,VerifyPasswordCallback,53,0,8,0,13,0,9,0,5,0
Core XMPP Server,org.jivesoftware.openfire.sasl,AnonymousSaslServer,144,0,18,0,37,0,19,0,10,0
Core XMPP Server,org.jivesoftware.openfire.sasl,SaslServerFactoryImpl.Mechanism,12,0,0,0,5,0,1,0,1,0
Core XMPP Server,org.jivesoftware.openfire.sasl,SaslProvider,42,0,2,0,5,0,2,0,1,0
Core XMPP Server,org.jivesoftware.openfire.sasl,ScramSha1SaslServer.new Object() {...},26,0,0,0,1,0,1,0,1,0
Core XMPP Server,org.jivesoftware.openfire.sasl,Failure,148,0,0,0,17,0,5,0,5,0
Core XMPP Server,org.jivesoftware.openfire.sasl,ExternalServerSaslServer,156,0,18,0,36,0,18,0,9,0
Core XMPP Server,org.jivesoftware.openfire.sasl,ExternalClientSaslServer,253,0,41,0,65,0,31,0,10,0
Core XMPP Server,org.jivesoftware.openfire.sasl,JiveSharedSecretSaslServer,169,0,26,0,44,0,26,0,13,0
Core XMPP Server,org.jivesoftware.openfire.sasl,ScramSha1SaslServer.State,48,0,0,0,4,0,4,0,4,0
Core XMPP Server,org.jivesoftware.openfire.sasl,SaslServerPlainImpl,270,0,24,0,63,0,21,0,9,0
Core XMPP Server,org.jivesoftware.openfire.privacy,PrivacyItem,452,0,100,0,100,0,62,0,12,0
Core XMPP Server,org.jivesoftware.openfire.privacy,PrivacyItem.Type,48,0,0,0,4,0,4,0,4,0
Core XMPP Server,org.jivesoftware.openfire.privacy,PrivacyListProvider,730,0,40,0,164,0,31,0,11,0
Core XMPP Server,org.jivesoftware.openfire.privacy,PrivacyList.new ThreadLocal() {...},15,0,0,0,5,0,2,0,2,0
Core XMPP Server,org.jivesoftware.openfire.privacy,PrivacyListManager,329,0,28,0,85,0,28,0,14,0
Core XMPP Server,org.jivesoftware.openfire.privacy,PrivacyList,393,0,34,0,100,0,35,0,18,0
Core XMPP Server,org.jivesoftware.openfire.privacy,PrivacyListManager.new PrivacyListEventListener() {...},16,0,0,0,5,0,4,0,4,0
Core XMPP Server,org.jivesoftware.util.log.util,CommonsLogFactory.new Log() {...},81,0,0,0,29,0,19,0,19,0
Core XMPP Server,org.jivesoftware.util.log.util,CommonsLogFactory,27,0,0,0,11,0,9,0,9,0
Core XMPP Server,org.jivesoftware.openfire.security,SecurityAuditManager.SecurityAuditManagerContainer,9,0,0,0,2,0,2,0,2,0
Core XMPP Server,org.jivesoftware.openfire.security,DefaultSecurityAuditProvider,439,0,26,0,113,0,23,0,10,0
Core XMPP Server,org.jivesoftware.openfire.security,SecurityAuditManager,75,18,8,0,20,8,11,1,7,1
Core XMPP Server,org.jivesoftware.openfire.security,SecurityAuditEvent,45,0,0,0,19,0,13,0,13,0
Core XMPP Server,org.jivesoftware.openfire.security,AuditWriteOnlyException,16,0,0,0,8,0,4,0,4,0
Core XMPP Server,org.jivesoftware.openfire.security,EventNotFoundException,16,0,0,0,8,0,4,0,4,0
Core XMPP Server,org.jivesoftware.util,FastDateFormat.TwoDigitYearField,33,0,0,0,8,0,4,0,4,0
Core XMPP Server,org.jivesoftware.util,XMPPDateTimeFormat,16,125,1,7,3,26,1,7,0,4
Core XMPP Server,org.jivesoftware.util,S2STestService,410,0,22,0,94,0,19,0,7,0
Core XMPP Server,org.jivesoftware.util,AesEncryptor,23,303,5,17,6,43,5,19,0,13
Core XMPP Server,org.jivesoftware.util,CookieUtils,118,0,24,0,33,0,17,0,5,0
Core XMPP Server,org.jivesoftware.util,ImmediateFuture,22,0,0,0,10,0,7,0,7,0
Core XMPP Server,org.jivesoftware.util,CertificateManager,800,350,94,22,141,75,72,9,15,7
Core XMPP Server,org.jivesoftware.util,S2STestService.S2SInterceptor,80,0,14,0,15,0,10,0,3,0
Core XMPP Server,org.jivesoftware.util,FastDateFormat.CharacterLiteral,0,14,0,0,0,6,0,3,0,3
Core XMPP Server,org.jivesoftware.util,EmailService.EmailTask,110,0,8,0,26,0,7,0,3,0
Core XMPP Server,org.jivesoftware.util,SetCharacterEncodingFilter,16,0,0,0,7,0,4,0,4,0
Core XMPP Server,org.jivesoftware.util,JavaSpecVersion,70,66,9,7,18,17,11,6,5,4
Core XMPP Server,org.jivesoftware.util,JiveConstants,3,0,0,0,1,0,1,0,1,0
Core XMPP Server,org.jivesoftware.util,PropertyEventDispatcher,18,53,2,7,7,18,4,7,2,3
Core XMPP Server,org.jivesoftware.util,SimpleSSLSocketFactory,94,0,0,0,19,0,12,0,12,0
Core XMPP Server,org.jivesoftware.util,JiveBeanInfo,166,0,12,0,43,0,16,0,10,0
Core XMPP Server,org.jivesoftware.util,AutoCloseableReentrantLock,6,92,0,6,2,23,0,13,0,10
Core XMPP Server,org.jivesoftware.util,JiveInitialLdapContext,22,0,0,0,10,0,6,0,6,0
Core XMPP Server,org.jivesoftware.util,ClassUtils,25,35,3,1,6,13,2,6,0,6
Core XMPP Server,org.jivesoftware.util,FastDateFormat.TwelveHourField,34,0,2,0,11,0,5,0,4,0
Core XMPP Server,org.jivesoftware.util,FastDateFormat.UnpaddedNumberField,27,28,2,2,3,10,2,4,0,4
Core XMPP Server,org.jivesoftware.util,AutoCloseableReentrantLock.AutoCloseableLock,0,10,0,0,0,5,0,2,0,2
Core XMPP Server,org.jivesoftware.util,ElementUtil,574,0,82,0,120,0,51,0,10,0
Core XMPP Server,org.jivesoftware.util,FastDateFormat.TwoDigitNumberField,5,39,1,1,1,10,1,4,0,4
Core XMPP Server,org.jivesoftware.util,WebManager.new Comparator() {...},14,0,0,0,2,0,2,0,2,0
Core XMPP Server,org.jivesoftware.util,JiveGlobals.new TimerTask() {...},27,0,4,0,7,0,4,0,2,0
Core XMPP Server,org.jivesoftware.util,SystemProperty,93,893,21,57,11,149,30,68,12,47
Core XMPP Server,org.jivesoftware.util,FastDateFormat.PaddedNumberField,36,57,6,4,7,14,4,5,0,4
Core XMPP Server,org.jivesoftware.util,SmsService.SMPPSessionPool,140,0,12,0,39,0,13,0,7,0
Core XMPP Server,org.jivesoftware.util,FastDateFormat.UnpaddedMonthField,44,0,2,0,10,0,5,0,4,0
Core XMPP Server,org.jivesoftware.util,NamedThreadFactory,119,32,18,2,23,10,12,1,2,1
Core XMPP Server,org.jivesoftware.util,Blowfish,84,700,14,32,20,112,19,26,5,17
Core XMPP Server,org.jivesoftware.util,Version,54,412,17,51,7,91,18,33,2,13
Core XMPP Server,org.jivesoftware.util,XMLProperties,799,645,112,58,160,139,78,33,8,18
Core XMPP Server,org.jivesoftware.util,ListPager,686,199,28,8,129,31,23,17,9,13
Core XMPP Server,org.jivesoftware.util,SystemProperty.new PropertyEventListener() {...},0,31,0,2,0,10,0,7,0,6
Core XMPP Server,org.jivesoftware.util,PropertyClusterEventTask,85,33,10,0,19,11,9,3,4,3
Core XMPP Server,org.jivesoftware.util,Base64.InputStream,264,0,48,0,66,0,28,0,4,0
Core XMPP Server,org.jivesoftware.util,SmsService.SmsTask,156,0,0,0,31,0,3,0,3,0
Core XMPP Server,org.jivesoftware.util,WebBean,39,16,0,0,12,6,2,2,2,2
Core XMPP Server,org.jivesoftware.util,Base64.OutputStream,264,0,30,0,59,0,23,0,8,0
Core XMPP Server,org.jivesoftware.util,Base64,936,2865,22,42,174,95,30,27,13,11
Core XMPP Server,org.jivesoftware.util,LinkedList,63,53,5,3,14,13,7,6,4,5
Core XMPP Server,org.jivesoftware.util,FastDateFormat.TimeZoneRule,109,0,16,0,28,0,11,0,3,0
Core XMPP Server,org.jivesoftware.util,LocaleUtils,521,895,59,3,132,94,47,4,16,4
Core XMPP Server,org.jivesoftware.util,SmsService,486,0,26,0,91,0,19,0,6,0
Core XMPP Server,org.jivesoftware.util,PropertyEventDispatcher.EventType,5,53,0,0,0,5,1,3,1,3
Core XMPP Server,org.jivesoftware.util,TaskEngine.TimerTaskWrapper,22,0,0,0,8,0,2,0,2,0
Core XMPP Server,org.jivesoftware.util,TaskEngine,150,40,6,0,38,8,13,2,10,2
Core XMPP Server,org.jivesoftware.util,SmsService.SMPPSessionFactory,114,0,0,0,23,0,6,0,6,0
Core XMPP Server,org.jivesoftware.util,HTTPConnectionException,127,0,36,0,41,0,21,0,3,0
Core XMPP Server,org.jivesoftware.util,FastDateFormat,589,458,67,60,149,115,72,33,23,9
Core XMPP Server,org.jivesoftware.util,ByteFormat,62,0,4,0,13,0,7,0,5,0
Core XMPP Server,org.jivesoftware.util,LinkedListNode,9,58,4,2,1,16,4,4,1,4
Core XMPP Server,org.jivesoftware.util,WebXmlUtils,12,322,7,31,4,67,8,26,1,14
Core XMPP Server,org.jivesoftware.util,FastDateFormat.TimeZoneDisplayKey,61,0,12,0,16,0,9,0,3,0
Core XMPP Server,org.jivesoftware.util,FastDateFormat.StringLiteral,16,0,0,0,6,0,3,0,3,0
Core XMPP Server,org.jivesoftware.util,WebManager,440,67,49,3,113,21,59,8,33,8
Core XMPP Server,org.jivesoftware.util,Version.ReleaseStatus,9,70,0,0,0,6,2,3,2,3
Core XMPP Server,org.jivesoftware.util,XMLWriter,1872,551,266,69,536,163,238,32,75,19
Core XMPP Server,org.jivesoftware.util,SystemProperty.Builder,63,343,18,46,11,80,18,32,0,18
Core XMPP Server,org.jivesoftware.util,FastDateFormat.Pair,120,23,34,2,31,7,21,2,3,2
Core XMPP Server,org.jivesoftware.util,SimpleSSLSocketFactory.DummyTrustManager,22,0,0,0,11,0,6,0,6,0
Core XMPP Server,org.jivesoftware.util,InitializationException,63,0,6,0,23,0,10,0,7,0
Core XMPP Server,org.jivesoftware.util,PropertyEventDispatcher.new Object() {...},4,29,0,0,0,1,0,1,0,1
Core XMPP Server,org.jivesoftware.util,ModificationNotAllowedException,16,0,0,0,8,0,4,0,4,0
Core XMPP Server,org.jivesoftware.util,CollectionUtils,22,0,2,0,3,0,4,0,3,0
Core XMPP Server,org.jivesoftware.util,ConcurrentHashSet,161,0,8,0,39,0,19,0,15,0
Core XMPP Server,org.jivesoftware.util,FaviconServlet,294,0,36,0,59,0,26,0,8,0
Core XMPP Server,org.jivesoftware.util,JiveProperties,580,278,54,18,121,84,48,20,16,16
Core XMPP Server,org.jivesoftware.util,PersistableMap,3,0,0,0,1,0,1,0,1,0
Core XMPP Server,org.jivesoftware.util,ParamUtils,327,20,69,3,93,7,51,2,16,1
Core XMPP Server,org.jivesoftware.util,StringUtils,1410,554,219,51,312,101,140,42,25,22
Core XMPP Server,org.jivesoftware.util,JiveGlobals,918,395,202,58,266,137,147,39,24,32
Core XMPP Server,org.jivesoftware.util,AlreadyExistsException,7,0,0,0,4,0,2,0,2,0
Core XMPP Server,org.jivesoftware.util,Log,392,0,46,0,140,0,57,0,34,0
Core XMPP Server,org.jivesoftware.util,PropertyClusterEventTask.Type,9,29,0,0,0,3,2,2,2,2
Core XMPP Server,org.jivesoftware.util,FastDateFormat.TextField,43,0,4,0,13,0,5,0,3,0
Core XMPP Server,org.jivesoftware.util,LocaleFilter,54,0,2,0,17,0,5,0,4,0
Core XMPP Server,org.jivesoftware.util,EmailService,504,0,50,0,134,0,46,0,21,0
Core XMPP Server,org.jivesoftware.util,FastDateFormat.TwentyFourHourField,34,0,2,0,11,0,5,0,4,0
Core XMPP Server,org.jivesoftware.util,Blowfish.BlowfishECB,481,5675,45,21,93,95,37,14,14,4
Core XMPP Server,org.jivesoftware.util,BeanUtils,357,0,42,0,88,0,29,0,8,0
Core XMPP Server,org.jivesoftware.util,CacheableOptional,9,84,5,7,3,17,6,10,1,9
Core XMPP Server,org.jivesoftware.util,NotFoundException,7,0,0,0,4,0,2,0,2,0
Core XMPP Server,org.jivesoftware.util,Blowfish.BlowfishCBC,243,93,20,4,64,27,25,9,15,7
Core XMPP Server,org.jivesoftware.util,FastDateFormat.TwoDigitMonthField,0,33,0,0,0,8,0,4,0,4
Core XMPP Server,org.jivesoftware.openfire.muc,ServiceUnavailableException,63,0,6,0,23,0,10,0,7,0
Core XMPP Server,org.jivesoftware.openfire.muc,CannotBeInvitedException,63,0,6,0,23,0,10,0,7,0
Core XMPP Server,org.jivesoftware.openfire.muc,MUCEventDispatcher,207,0,16,0,64,0,20,0,12,0
Core XMPP Server,org.jivesoftware.openfire.muc,MultiUserChatService,19,0,0,0,7,0,6,0,6,0
Core XMPP Server,org.jivesoftware.openfire.muc,RoomLockedException,63,0,6,0,23,0,10,0,7,0
Core XMPP Server,org.jivesoftware.openfire.muc,ForbiddenException,63,0,6,0,23,0,10,0,7,0
Core XMPP Server,org.jivesoftware.openfire.muc,MultiUserChatManager,1096,0,74,0,271,0,78,0,41,0
Core XMPP Server,org.jivesoftware.openfire.muc,MUCRole.Role,18,60,4,0,6,8,6,3,3,3
Core XMPP Server,org.jivesoftware.openfire.muc,HistoryStrategy.MessageComparator,21,0,0,0,4,0,2,0,2,0
Core XMPP Server,org.jivesoftware.openfire.muc,MUCRoomHistory,372,0,50,0,85,0,34,0,9,0
Core XMPP Server,org.jivesoftware.openfire.muc,NotAcceptableException,63,0,6,0,23,0,10,0,7,0
Core XMPP Server,org.jivesoftware.openfire.muc,MUCEventDelegate.InvitationResult,5,43,0,0,0,4,1,3,1,3
Core XMPP Server,org.jivesoftware.openfire.muc,RegistrationRequiredException,63,0,6,0,23,0,10,0,7,0
Core XMPP Server,org.jivesoftware.openfire.muc,NotAllowedException,63,0,6,0,23,0,10,0,7,0
Core XMPP Server,org.jivesoftware.openfire.muc,MUCEventDelegate,140,0,12,0,25,0,8,0,2,0
Core XMPP Server,org.jivesoftware.openfire.muc,HistoryStrategy,357,0,58,0,86,0,45,0,16,0
Core XMPP Server,org.jivesoftware.openfire.muc,MUCEventListener,2,0,0,0,2,0,2,0,2,0
Core XMPP Server,org.jivesoftware.openfire.muc,MUCRole.Affiliation,20,71,5,0,7,9,7,3,3,3
Core XMPP Server,org.jivesoftware.openfire.muc,MultiUserChatManager.new Statistic() {...},42,0,2,0,11,0,8,0,7,0
Core XMPP Server,org.jivesoftware.openfire.muc,MultiUserChatManager.new Statistic() {...},42,0,2,0,11,0,8,0,7,0
Core XMPP Server,org.jivesoftware.openfire.muc,MultiUserChatManager.new Statistic() {...},43,0,2,0,11,0,8,0,7,0
Core XMPP Server,org.jivesoftware.openfire.muc,MultiUserChatManager.new Statistic() {...},43,0,2,0,11,0,8,0,7,0
Core XMPP Server,org.jivesoftware.openfire.muc,MultiUserChatManager.new Statistic() {...},43,0,2,0,11,0,8,0,7,0
Core XMPP Server,org.jivesoftware.openfire.muc,HistoryRequest,258,0,54,0,67,0,35,0,8,0
Core XMPP Server,org.jivesoftware.openfire.muc,MUCEventDelegate.InvitationRejectionResult,5,33,0,0,0,3,1,3,1,3
Core XMPP Server,org.jivesoftware.openfire.muc,MultiUserChatManager.ServiceComparator,9,0,0,0,2,0,2,0,2,0
Core XMPP Server,org.jivesoftware.openfire.muc,HistoryStrategy.Type,58,0,0,0,2,0,4,0,4,0
Core XMPP Server,org.jivesoftware.openfire.muc,ConflictException,63,0,6,0,23,0,10,0,7,0
Core XMPP Server,org.jivesoftware.openfire.http,BoshBindingError.Type,52,0,2,0,9,0,6,0,5,0
Core XMPP Server,org.jivesoftware.openfire.http,HttpSession.Delivered,55,0,4,0,14,0,6,0,4,0
Core XMPP Server,org.jivesoftware.openfire.http,HttpConnectionClosedException,4,0,0,0,2,0,1,0,1,0
Core XMPP Server,org.jivesoftware.openfire.http,HttpSession,1923,0,201,0,411,0,152,0,51,0
Core XMPP Server,org.jivesoftware.openfire.http,HttpSession.Deliverable,187,0,20,0,45,0,14,0,4,0
Core XMPP Server,org.jivesoftware.openfire.http,HttpBindServlet.WriteListenerImpl,110,0,8,0,25,0,7,0,3,0
Core XMPP Server,org.jivesoftware.openfire.http,SessionEventDispatcher.EventType,68,0,0,0,6,0,4,0,4,0
Core XMPP Server,org.jivesoftware.openfire.http,HttpBindServlet,626,0,64,0,147,0,48,0,16,0
Core XMPP Server,org.jivesoftware.openfire.http,HttpSession.new ThreadLocal() {...},15,0,0,0,5,0,2,0,2,0
Core XMPP Server,org.jivesoftware.openfire.http,HttpSession.new Comparator() {...},10,0,0,0,2,0,2,0,2,0
Core XMPP Server,org.jivesoftware.openfire.http,HttpSession.new AsyncListener() {...},204,0,12,0,27,0,11,0,5,0
Core XMPP Server,org.jivesoftware.openfire.http,HttpSession.new Runnable() {...},44,0,2,0,8,0,3,0,2,0
Core XMPP Server,org.jivesoftware.openfire.http,HttpSession.new Object() {...},19,0,0,0,1,0,1,0,1,0
Core XMPP Server,org.jivesoftware.openfire.http,HttpBindManager,1175,0,144,0,309,0,126,0,54,0
Core XMPP Server,org.jivesoftware.openfire.http,HttpSessionManager.HttpSessionReaper,111,0,10,0,23,0,7,0,2,0
Core XMPP Server,org.jivesoftware.openfire.http,HttpBindException,19,0,2,0,5,0,4,0,3,0
Core XMPP Server,org.jivesoftware.openfire.http,TempFileToucherTask,73,0,2,0,20,0,5,0,4,0
Core XMPP Server,org.jivesoftware.openfire.http,HttpBindServlet.ReadListenerImpl,126,0,10,0,23,0,9,0,4,0
Core XMPP Server,org.jivesoftware.openfire.http,HttpSessionManager,421,0,16,0,92,0,26,0,18,0
Core XMPP Server,org.jivesoftware.openfire.http,SessionEventDispatcher,96,0,10,0,30,0,12,0,5,0
Core XMPP Server,org.jivesoftware.openfire.http,HttpSession.OveractivityType,48,0,0,0,4,0,4,0,4,0
Core XMPP Server,org.jivesoftware.openfire.http,ResourceServlet,637,0,86,0,83,0,51,0,8,0
Core XMPP Server,org.jivesoftware.openfire.http,BoshBindingError,205,0,0,0,25,0,8,0,8,0
Core XMPP Server,org.jivesoftware.openfire.http,FlashCrossDomainServlet,273,0,36,0,64,0,27,0,9,0
Core XMPP Server,org.jivesoftware.openfire.http,HttpSession.HttpVirtualConnection,73,0,2,0,24,0,12,0,11,0
Core XMPP Server,org.jivesoftware.openfire.http,HttpSessionManager.new SessionListener() {...},15,0,0,0,3,0,2,0,2,0
Core XMPP Server,org.jivesoftware.openfire.http,HttpConnection,131,0,8,0,33,0,16,0,12,0
Core XMPP Server,org.jivesoftware.openfire.http,SessionListener,7,0,0,0,7,0,7,0,7,0
Core XMPP Server,org.jivesoftware.openfire.http,HttpSession.HttpPacketSender,18,0,0,0,7,0,3,0,3,0
Core XMPP Server,org.jivesoftware.openfire.http,HttpBindBody,288,0,30,0,64,0,38,0,23,0
Core XMPP Server,org.jivesoftware.openfire.http,SessionEventDispatcher.new Object() {...},40,0,0,0,1,0,1,0,1,0
Core XMPP Server,org.jivesoftware.openfire.vcard,VCardManager.new VCardListener() {...},31,0,0,0,7,0,4,0,4,0
Core XMPP Server,org.jivesoftware.openfire.vcard,PhotoResizer,451,0,52,0,65,0,30,0,4,0
